epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
15,257.729,0.38166,0.74787,0.32759,0.92773,0.97384,0.96774,0.96556,0.9551,0.97384,0.96774,0.96556,0.70741,0.23525,3.19367,0.93175,0.64731,0.0017228,0.0017228,0.0017228
16,271.757,0.37118,0.72069,0.31778,0.92713,0.99827,0.96774,0.96615,0.96615,0.99827,0.96774,0.96615,0.96615,0.19536,0.12456,0.18614,0.61242,0.001703,0.001703,0.001703
17,286.212,0.34957,0.58823,0.29909,0.91848,0.97253,0.96774,0.96719,0.95128,0.97253,0.96774,0.96566,0.93173,0.24856,0.52968,0.54888,0.65601,0.0016832,0.0016832,0.0016832
18,300.571,0.34951,0.62732,0.29299,0.91359,0.99682,0.96774,0.96921,0.96731,0.99682,0.96774,0.96605,0.96605,0.17724,0.12983,0.22401,0.61279,0.0016634,0.0016634,0.0016634
19,312.926,0.34921,0.76435,0.29613,0.91686,0.9963,0.96774,0.96675,0.96675,0.9963,0.96774,0.96675,0.96675,0.15282,0.18112,0.22242,0.59426,0.0016436,0.0016436,0.0016436
20,324.456,0.32953,0.68425,0.28167,0.90836,0.99767,0.96774,0.96761,0.96761,0.99767,0.96774,0.96761,0.96167,0.20785,0.3839,0.20305,0.62244,0.0016238,0.0016238,0.0016238
21,335.723,0.3363,0.6067,0.28771,0.90927,0.93747,0.96728,0.98438,0.96186,0.90621,0.93502,0.96059,0.84699,0.19629,1.29007,0.33845,0.62211,0.001604,0.001604,0.001604
22,346.909,0.34294,0.65238,0.29444,0.91599,0.99757,0.96774,0.96807,0.96528,0.99757,0.96774,0.96807,0.96528,0.20686,0.38218,0.1728,0.63517,0.0015842,0.0015842,0.0015842
23,358.715,0.34799,0.59715,0.28886,0.90981,0.99824,0.96774,0.97075,0.97075,0.99824,0.96774,0.97075,0.97075,0.15212,1.48066,0.13291,0.59327,0.0015644,0.0015644,0.0015644
24,370.713,0.33669,0.58566,0.26958,0.90906,0.99766,0.96774,0.98076,0.96717,0.99766,0.96774,0.96633,0.96633,0.24125,0.44689,0.22778,0.64266,0.0015446,0.0015446,0.0015446
25,382.586,0.33849,0.663,0.27566,0.90405,0.99572,0.96774,0.96716,0.96716,0.99572,0.96774,0.96716,0.93599,0.18998,0.44007,0.22159,0.61781,0.0015248,0.0015248,0.0015248
26,394.108,0.33865,0.62872,0.27451,0.90723,0.99503,0.96774,0.96758,0.96758,0.99503,0.96774,0.96758,0.96758,0.15645,0.13532,0.15061,0.58486,0.001505,0.001505,0.001505
27,405.936,0.3171,0.5839,0.26052,0.9002,0.99829,0.96774,0.97198,0.97198,0.99829,0.96774,0.97198,0.97198,0.16747,0.79672,0.15071,0.60516,0.0014852,0.0014852,0.0014852
28,417.828,0.31961,0.57362,0.26572,0.89786,0.99601,0.96774,0.96913,0.95717,0.99601,0.96774,0.96913,0.95717,0.17336,0.20769,0.19511,0.63619,0.0014654,0.0014654,0.0014654
29,429.241,0.33336,0.54732,0.26814,0.9041,0.99746,0.96774,0.96588,0.96588,0.99746,0.96774,0.96588,0.96588,0.15521,0.15231,0.26563,0.58349,0.0014456,0.0014456,0.0014456
30,441.246,0.32279,0.52637,0.25956,0.90252,0.99805,0.96774,0.96961,0.96961,0.99805,0.96774,0.96961,0.96961,0.12011,0.21881,0.13029,0.56511,0.0014258,0.0014258,0.0014258
31,452.986,0.31416,0.55072,0.2522,0.89591,0.99826,0.96774,0.97107,0.96815,0.99826,0.96774,0.97107,0.97107,0.16869,0.65789,0.17144,0.61629,0.001406,0.001406,0.001406
32,464.99,0.31535,0.58584,0.24894,0.90187,0.99735,0.96774,0.96826,0.96506,0.99735,0.96774,0.96826,0.96826,0.16883,0.61162,0.25527,0.61053,0.0013862,0.0013862,0.0013862
33,476.583,0.31356,0.50307,0.2515,0.90281,0.99817,0.96774,0.96847,0.96847,0.99817,0.96774,0.96847,0.96847,0.12649,0.0798,0.13223,0.57245,0.0013664,0.0013664,0.0013664
34,488.208,0.31811,0.48773,0.25264,0.90116,0.99828,0.96774,0.97861,0.97861,0.99828,0.96774,0.97861,0.97861,0.12509,1.11507,0.12093,0.58333,0.0013466,0.0013466,0.0013466
35,500.535,0.29554,0.51553,0.24083,0.89469,0.99806,0.96774,0.97042,0.97042,0.99806,0.96774,0.97042,0.97042,0.11543,0.14827,0.11385,0.56226,0.0013268,0.0013268,0.0013268
36,512.142,0.29621,0.47726,0.23741,0.89548,0.99804,0.96774,0.97149,0.97149,0.99804,0.96774,0.97149,0.97149,0.15448,0.08451,0.15683,0.58649,0.001307,0.001307,0.001307
37,524.105,0.29857,0.51867,0.23984,0.8965,0.99802,0.96774,0.97047,0.97047,0.99802,0.96774,0.97047,0.97047,0.11808,0.62848,0.12448,0.56788,0.0012872,0.0012872,0.0012872
38,536.186,0.29812,0.53394,0.24264,0.89518,0.99828,0.96774,0.97254,0.97254,0.99828,0.96774,0.97254,0.97254,0.14321,0.09937,0.14525,0.58153,0.0012674,0.0012674,0.0012674
39,548.615,0.30592,0.5294,0.2416,0.89598,0.99828,0.96774,0.9805,0.9805,0.99828,0.96774,0.9805,0.9805,0.1473,0.13012,0.13869,0.57932,0.0012476,0.0012476,0.0012476
40,560.705,0.29584,0.47606,0.23642,0.89133,0.99824,0.96774,0.96929,0.96929,0.99824,0.96774,0.96929,0.96929,0.14061,0.3018,0.13782,0.57251,0.0012278,0.0012278,0.0012278
41,572.617,0.30105,0.48655,0.23957,0.89367,0.99828,0.96774,0.97042,0.97042,0.99828,0.96774,0.97042,0.97042,0.14131,0.6072,0.14604,0.5839,0.001208,0.001208,0.001208
42,583.58,0.28914,0.45475,0.22662,0.88896,0.99819,0.96774,0.97164,0.97164,0.99819,0.96774,0.97164,0.87167,0.13021,1.02778,0.11456,0.57456,0.0011882,0.0011882,0.0011882
43,595.309,0.28269,0.46249,0.22353,0.88948,0.99093,0.96774,0.96579,0.96579,0.99093,0.96774,0.96579,0.96579,0.18233,0.16769,0.30223,0.62403,0.0011684,0.0011684,0.0011684
44,607.694,0.28466,0.48652,0.23205,0.89035,0.99791,0.96774,0.97127,0.97127,0.99791,0.96774,0.97127,0.97127,0.13826,0.61927,0.17935,0.58013,0.0011486,0.0011486,0.0011486
45,620.041,0.29176,0.45677,0.23695,0.88878,0.99809,0.96774,0.97075,0.97075,0.99809,0.96774,0.97075,0.97075,0.14099,0.08214,0.13551,0.58573,0.0011288,0.0011288,0.0011288
46,632.72,0.29644,0.43958,0.2337,0.89325,0.99804,0.96774,0.96946,0.96946,0.99804,0.96774,0.96946,0.96946,0.12671,0.25814,0.13956,0.58067,0.001109,0.001109,0.001109
47,645.21,0.28302,0.46788,0.22707,0.8868,0.99825,0.96774,0.97058,0.97058,0.99825,0.96774,0.97058,0.97058,0.13435,0.24471,0.11794,0.5735,0.0010892,0.0010892,0.0010892
48,658.652,0.2801,0.48037,0.22373,0.88772,0.99825,0.96774,0.97415,0.97415,0.99825,0.96774,0.97415,0.97415,0.11195,0.0849,0.11815,0.57004,0.0010694,0.0010694,0.0010694
49,674.344,0.27926,0.44615,0.21801,0.88622,0.99825,0.96774,0.97687,0.97687,0.99825,0.96774,0.97687,0.97687,0.10349,0.25249,0.10527,0.56731,0.0010496,0.0010496,0.0010496
50,692.264,0.27478,0.47303,0.2207,0.8875,0.99831,0.96774,0.97713,0.97713,0.99831,0.96774,0.97713,0.97713,0.12564,0.10369,0.12901,0.56985,0.0010298,0.0010298,0.0010298
51,710.141,0.2743,0.5054,0.21816,0.8855,0.9983,0.96774,0.97594,0.97594,0.9983,0.96774,0.97594,0.97594,0.12625,0.09252,0.14869,0.57671,0.00101,0.00101,0.00101
52,728.169,0.27511,0.50143,0.21643,0.88758,0.99797,0.96774,0.96642,0.96642,0.99797,0.96774,0.96642,0.94283,0.12885,0.88921,0.1991,0.58453,0.0009902,0.0009902,0.0009902
53,748.562,0.27681,0.45173,0.22099,0.89034,0.99829,0.96774,0.9774,0.9774,0.99829,0.96774,0.9774,0.9774,0.14375,1.33346,0.13555,0.58047,0.0009704,0.0009704,0.0009704
54,768.716,0.27204,0.45986,0.21683,0.88424,0.99817,0.96774,0.97333,0.97333,0.99817,0.96774,0.97333,0.97333,0.11453,0.08601,0.11635,0.56336,0.0009506,0.0009506,0.0009506
55,787.773,0.27306,0.48034,0.21398,0.88413,0.99823,0.96774,0.97254,0.97254,0.99823,0.96774,0.97254,0.97254,0.10391,0.10617,0.10962,0.56166,0.0009308,0.0009308,0.0009308
56,806.359,0.26186,0.45405,0.20633,0.88195,0.99798,0.96774,0.96681,0.96681,0.99798,0.96774,0.96681,0.96681,0.12008,0.09269,0.143,0.56788,0.000911,0.000911,0.000911
57,824.314,0.2615,0.42466,0.20526,0.88709,0.99831,0.96774,0.98191,0.98191,0.99831,0.96774,0.98191,0.98191,0.10285,0.07931,0.10822,0.56221,0.0008912,0.0008912,0.0008912
58,843.858,0.27097,0.415,0.21149,0.88608,0.99826,0.96774,0.97687,0.97687,0.99826,0.96774,0.97687,0.97687,0.12388,0.07665,0.10962,0.56935,0.0008714,0.0008714,0.0008714
59,863.034,0.26648,0.47053,0.21337,0.88205,0.99821,0.96774,0.97968,0.97968,0.99821,0.96774,0.97968,0.97968,0.14809,0.39203,0.17075,0.58948,0.0008516,0.0008516,0.0008516
60,883.387,0.2576,0.37193,0.20002,0.87903,1,0.96774,0.9836,0.9836,1,0.96774,0.9836,0.9836,0.1117,0.88494,0.10091,0.56507,0.0008318,0.0008318,0.0008318
61,901.431,0.26291,0.41228,0.20504,0.88424,0.9983,0.96774,0.98191,0.98191,0.9983,0.96774,0.98191,0.98191,0.10132,0.07965,0.10481,0.56349,0.000812,0.000812,0.000812
62,920.422,0.2708,0.42582,0.20607,0.88737,0.99828,0.96774,0.97931,0.97931,0.99828,0.96774,0.97931,0.97931,0.10216,0.09383,0.09934,0.5681,0.0007922,0.0007922,0.0007922
63,939.211,0.25185,0.40532,0.196,0.87806,1,0.96774,0.9836,0.9836,1,0.96774,0.9836,0.9836,0.0985,0.07893,0.10487,0.55846,0.0007724,0.0007724,0.0007724
64,957.232,0.25294,0.39032,0.19579,0.87847,0.99757,0.96774,0.974,0.974,0.99757,0.96774,0.974,0.974,0.11676,0.08078,0.12494,0.57116,0.0007526,0.0007526,0.0007526
65,974.677,0.25598,0.39567,0.19855,0.88361,0.99831,0.96774,0.98094,0.98094,0.99831,0.96774,0.98094,0.98094,0.11245,0.10464,0.11544,0.56492,0.0007328,0.0007328,0.0007328
66,992.257,0.25132,0.36715,0.19917,0.8796,1,0.96774,0.9836,0.9836,1,0.96774,0.9836,0.9836,0.09767,0.09688,0.10019,0.56419,0.000713,0.000713,0.000713
67,1010.14,0.25085,0.37642,0.19205,0.87814,0.9983,0.96774,0.983,0.983,0.9983,0.96774,0.983,0.983,0.07803,0.07615,0.07755,0.55131,0.0006932,0.0006932,0.0006932
68,1027.76,0.24742,0.37751,0.19371,0.8813,0.99825,0.96774,0.97479,0.97479,0.99825,0.96774,0.97479,0.97479,0.09413,0.08312,0.10369,0.55834,0.0006734,0.0006734,0.0006734
69,1047.56,0.24871,0.44357,0.19542,0.87884,0.99831,0.96774,0.97496,0.97496,0.99831,0.96774,0.97496,0.97496,0.10148,0.2789,0.09814,0.56423,0.0006536,0.0006536,0.0006536
70,1066.79,0.24616,0.35756,0.18864,0.87696,0.99832,0.96774,0.98141,0.98141,0.99832,0.96774,0.98141,0.98141,0.09217,0.0755,0.09579,0.56352,0.0006338,0.0006338,0.0006338
71,1084.45,0.25078,0.35073,0.19342,0.87388,1,0.96774,0.9836,0.9836,1,0.96774,0.9836,0.9836,0.09028,0.07553,0.09216,0.55696,0.000614,0.000614,0.000614
72,1102.18,0.24739,0.41525,0.18965,0.87989,0.99829,0.96774,0.983,0.983,0.99829,0.96774,0.983,0.983,0.1292,0.07593,0.10741,0.56587,0.0005942,0.0005942,0.0005942
73,1120.66,0.24519,0.40584,0.18996,0.8777,1,0.96774,0.9836,0.9836,1,0.96774,0.9836,0.9836,0.1015,0.07658,0.09694,0.57548,0.0005744,0.0005744,0.0005744
74,1137.87,0.24166,0.37192,0.18736,0.8824,0.99828,0.96774,0.98191,0.98191,0.99828,0.96774,0.98191,0.98191,0.10516,0.08006,0.08995,0.56147,0.0005546,0.0005546,0.0005546
75,1155.83,0.24313,0.46942,0.1864,0.87715,0.9983,0.96774,0.9805,0.9805,0.9983,0.96774,0.9805,0.9805,0.09233,0.28152,0.08878,0.56656,0.0005348,0.0005348,0.0005348
